participant,File_ID,pt_location,age_group,pt_location_age_group,expName,date,excerpt_label_final,excerpt_name_original,genre_code,familiarity_specific_level,song_batch,no_thought_rate,creation_time_Acc,familiarity_specific_rated,thought_or_not_response.keys,have_thought_input.text,have_thought_input.text_EDIT,Artists_composers_singers_etc_mentioned,song_piece_titles_mentioned,media_or_fictional_characters_or_titles_mentioned,PossibleExclusion,no_thought_input.text,rating_Q1_music_related.response,rating_Q2_spontaneous.response,rating_Q3_reality.response,general_rating_Q1_familiarity.response,general_rating_Q2_enjoy.response,textbox_attnCheck.text,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLangue,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpairments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,have_thoughts.started,have_thoughts.stopped,no_thought.started,no_thought.stopped,have_thoughts.RT,no_thought.RT,have_thought_word_count,no_thought_word_count,have_thought_input_text_EDIT_word_count,spelling_corrected,spelling_check_original_words,spelling_check_new_words,spelling_check_original_words_number,spelling_check_new_words_number,dimension_of_similarity_1,dimension_of_similarity_2,audio_name,original_order,online_order,have_thought_input.text_EDIT_PNAS,dimension_of_similarity_1_PNAS,dimension_of_similarity_2_PNAS
72368,MEI_US46to60_2024-07-12_10h13.03.510_072368.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_10h13.03.510,Amb_L_10,new-clip_Ambient_LOW_Fantasy_and_Reason.mp3,Ambient,L,10,0.129032258,NA,1.129032258,y,I thought this is pretty boring EDM or whatever.  Phone holding music almost.  My thoughts drifted to my vacation from the last 2 weeks. ,I thought this is pretty boring EDM or whatever.  Phone holding music almost.  My thoughts drifted to my vacation from the last 2 weeks. ,,,,,,3,4,3,1,2,,TRUE,52,Male,United States,United States,english,FALSE,NA,TRUE,tinnitus ,7,4,thanks,161.4966,200.1591,217.1798,217.1848,38.6625,NA,24,0,24,No,NA,NA,NA,NA,40.298664,-16.384613,Amb_L_10_new-clip_Ambient_LOW_Fantasy_and_Reason.mp3,11393,8322,<i>I</i> <i>thought</i> <i>this</i> <i>is</i> pretty boring EDM <i>or</i> whatever.  Phone holding <i>music</i> almost.  My thoughts drifted <i>to</i> <i>my</i> vacation <i>from</i> <i>the</i> last 2 weeks. ,-20.596111,8.671683
525579,MEI_US46to60_2024-07-12_10h16.53.374_525579.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_10h16.53.374,Amb_H_06,new-clip_Ambient_HIGH_Sweden.mp3,Ambient,H,6,0.0625,NA,1.9375,y,Leaves falling from a tree in a park in autumn.There's a path running through the park.,Leaves falling from a tree in a park in autumn.There's a path running through the park.,,,,,,5,5,3,1,5,,TRUE,47,Male,United States,United States,English,FALSE,NA,FALSE,NA,5,3,"This was a great study, thanks.",788.4008,834.5917,848.4897,848.4907,46.1909,NA,16,0,16,No,NA,NA,NA,NA,-12.946514,-55.857025,Amb_H_06_new-clip_Ambient_HIGH_Sweden.mp3,11408,8323,Leaves falling <i>from</i> <i>a</i> tree <i>in</i> <i>a</i> park <i>in</i> autumn.There's <i>a</i> path running <i>through</i> <i>the</i> park.,-3.7900908,49.35415
44859,MEI_US46to60_2024-07-12_10h20.25.942_044859.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_10h20.25.942,Amb_L_11,new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Ambient,L,11,0.171428571,NA,1.371428571,y,"I got a vibe of background music for a video game, but no specific imagery to accompany it.","I got a vibe of background music for a video game, but no specific imagery to accompany it.",,,,,,4,2,3,1,1,banana,TRUE,56,Male,United States,United States,English,FALSE,NA,FALSE,NA,3,4,"The exercise was quite fun. I studied composition and arranging in my 30s while I was in the midst of my primary career just for fun, but wouldn't consider myself a professional musician. I do rock the house in bar bands pretty good though!",689.6664,723.7687,745.3021,745.3042,34.1023,NA,18,0,18,No,NA,NA,NA,NA,5.139524,28.618708,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,11415,8324,"<i>I</i> got <i>a</i> vibe <i>of</i> background <i>music</i> <i>for</i> <i>a</i> video game, <i>but</i> <i>no</i> specific imagery <i>to</i> accompany it.",-9.984427,-60.120903
933887,MEI_US46to60_2024-07-12_10h36.05.825_933887.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_10h36.05.825,Amb_L_09,new-clip_Ambient_LOW_Rain_And_Sea.mp3,Ambient,L,9,0.090909091,NA,1.212121212,y,"Brings back memories of the weekends I spent with my wife when there were no kids around. Just us in the balcony listening to something like this, the calmness is amusing ","Brings back memories of the weekends I spent with my wife when there were no kids around. Just us in the balcony listening to something like this, the calmness is amusing ",,,,,,5,5,1,5,5,Banana,TRUE,47,Male,United States,United States,English,FALSE,NA,FALSE,NA,7,2,NA,710.903,830.9047,870.2483,870.251,120.0017,NA,31,0,31,No,NA,NA,NA,NA,39.91434,-23.861876,Amb_L_09_new-clip_Ambient_LOW_Rain_And_Sea.mp3,11428,8325,"Brings back <i>memories</i> <i>of</i> <i>the</i> weekends <i>I</i> spent <i>with</i> <i>my</i> wife <i>when</i> <i>there</i> <i>were</i> <i>no</i> kids around. Just us <i>in</i> <i>the</i> balcony listening <i>to</i> something <i>like</i> <i>this</i>, <i>the</i> calmness <i>is</i> amusing ",3.0036957,-3.0026004
623359,MEI_US46to60_2024-07-12_10h38.06.784_623359.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_10h38.06.784,Amb_H_04,new-clip_Ambient_MED_Holding_On.mp3,Ambient,H,4,0.088235294,NA,1.529411765,y,The music made reminded me of a beach scence with friends dancing,The music made reminded me of a beach scene with friends dancing,,,,,,5,5,1,4,4,,TRUE,48,Male,United States,United States,English,FALSE,NA,FALSE,NA,7,3,NA,355.2855,391.5381,406.7292,406.736,36.2526,NA,12,0,12,Yes,scence,scene,1,1,-9.543551,-8.827946,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,11431,8326,The <i>music</i> <i>made</i> <i>reminded</i> <i>me</i> <i>of</i> <i>a</i> beach <i>scene</i> <i>with</i> friends dancing,75.41821,-9.967636
361929,MEI_US46to60_2024-07-12_11h01.31.799_361929.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_11h01.31.799,Amb_H_02,new-clip_Ambient_LOW_Value_Kit.mp3,Ambient,H,2,0.15625,NA,1.65625,y,This is definitely something I will listen to if I want to put myself in a mood where sexual satisfaction is the key,This is definitely something I will listen to if I want to put myself in a mood where sexual satisfaction is the key,,,,,,5,5,4,3,5,BANANA,TRUE,48,Male,United States,United States,English,FALSE,NA,FALSE,NA,5,2,NA,614.414,674.8305,705.0649,705.0667,60.4165,NA,23,0,23,No,NA,NA,NA,NA,38.597366,13.736512,Amb_H_02_new-clip_Ambient_LOW_Value_Kit.mp3,11437,8327,This <i>is</i> definitely something <i>I</i> <i>will</i> listen <i>to</i> <i>if</i> <i>I</i> want <i>to</i> put <i>myself</i> <i>in</i> <i>a</i> mood <i>where</i> sexual satisfaction <i>is</i> <i>the</i> key,-50.022396,-1.4787929
714551,MEI_US46to60_2024-07-12_14h02.26.471_714551.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_14h02.26.471,Amb_L_12,new-clip_Ambient_LOW_Memories_of_Grass.mp3,Ambient,L,12,0.131578947,NA,1.342105263,y,something dangerous is about to happen,something dangerous is about to happen,,,,,NA,3,4,4,2,3,,TRUE,47,Male,United States,United States,english,FALSE,NA,FALSE,NA,7,4,NA,117.7406,151.4934,180.8294,180.8325,33.7528,NA,6,NA,6,No,NA,NA,NA,NA,44.30595,38.696915,Amb_L_12_new-clip_Ambient_LOW_Memories_of_Grass.mp3,11450,8328,something dangerous <i>is</i> <i>about</i> <i>to</i> happen,-61.984596,-11.138195
965950,MEI_US46to60_2024-07-12_14h09.16.827_965950.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-12_14h09.16.827,Amb_H_04,new-clip_Ambient_MED_Holding_On.mp3,Ambient,H,4,0.088235294,NA,1.529411765,y,The start of the song made me remember Andre 3000's new album.... the one he did with the flute,The start of the song made me remember Andre 3000's new album.... the one he did with the flute,André 3000,,,,,5,5,3,3,5,,TRUE,49,Male,United States,United States,English,FALSE,NA,FALSE,NA,7,2,I enjoyed the study,1275.896,1324.2241,1338.2515,1338.2539,48.3281,NA,20,0,20,No,NA,NA,NA,NA,15.647378,-6.658229,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,11466,8329,The start <i>of</i> <i>the</i> <i>song</i> <i>made</i> <i>me</i> <i>remember</i> Andre 3000's new album.... <i>the</i> one <i>he</i> <i>did</i> <i>with</i> <i>the</i> flute,-16.173515,-13.498638
775737,MEI_US46to60_2024-07-15_06h22.52.358_775737.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_06h22.52.358,Amb_H_06,new-clip_Ambient_HIGH_Sweden.mp3,Ambient,H,6,0.0625,NA,1.9375,y,I imagine someone playing the piano in a bar,I imagine someone playing the piano in a bar,,,,,,5,4,3,2,4,,TRUE,50,Male,United States,United States,english,FALSE,NA,FALSE,NA,5,1,no,730.4071,767.738,809.3787,809.3808,37.3309,NA,9,0,9,No,NA,NA,NA,NA,-35.9778,2.7480338,Amb_H_06_new-clip_Ambient_HIGH_Sweden.mp3,11470,8330,<i>I</i> <i>imagine</i> someone playing <i>the</i> <i>piano</i> <i>in</i> <i>a</i> bar,24.02884,-68.77456
477880,MEI_US46to60_2024-07-15_06h47.02.951_477880.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_06h47.02.951,Amb_L_11,new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Ambient,L,11,0.171428571,NA,1.371428571,y,I was traveling in the Amazon forest on an elephant.,I was traveling in the Amazon forest on an elephant.,,,,,NA,5,5,5,1,4,,TRUE,55,Female,United States,United States,English,FALSE,NA,FALSE,NA,5,2,This was fun.,1371.816,1402.7484,1418.4294,1418.4319,30.9324,NA,10,NA,10,No,NA,NA,NA,NA,11.008624,-62.94086,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,11484,8331,<i>I</i> <i>was</i> traveling <i>in</i> <i>the</i> Amazon forest <i>on</i> <i>an</i> elephant.,-0.033387054,47.326015
271385,MEI_US46to60_2024-07-15_07h06.43.154_271385.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_07h06.43.154,Amb_L_11,new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Ambient,L,11,0.171428571,NA,1.371428571,y,I imagine standing and watching waves on a beach at dusk,I imagine standing and watching waves on a beach at dusk,,,,,NA,5,5,4,3,4,,TRUE,47,Male,United States,United States,English,TRUE,none,FALSE,NA,6,2,I really enjoyed some of the music and memories they brought.,1420.1643,1489.5528,1585.4135,1585.4151,69.3885,NA,11,NA,11,No,NA,NA,NA,NA,3.2721438,-54.649548,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,11495,8332,<i>I</i> <i>imagine</i> standing <i>and</i> watching waves <i>on</i> <i>a</i> beach <i>at</i> dusk,9.10964,77.38372
585960,MEI_US46to60_2024-07-15_07h41.29.326_585960.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_07h41.29.326,Amb_H_03,new-clip_Ambient_MED_Study_Music_-Concentrate-.mp3,Ambient,H,3,0.176470588,NA,1.617647059,y,I imagined myself lying down and looking up in the sky at night.,I imagined myself lying down and looking up in the sky at night.,,,,,NA,5,5,4,3,4,,TRUE,47,Male,United States,United States,English,FALSE,NA,FALSE,NA,6,2,none,220.3841,254.9982,263.3969,263.3992,34.6141,NA,13,NA,13,No,NA,NA,NA,NA,10.936426,-39.325832,Amb_H_03_new-clip_Ambient_MED_Study_Music_-Concentrate-.mp3,11498,8333,<i>I</i> <i>imagined</i> <i>myself</i> lying <i>down</i> <i>and</i> looking <i>up</i> <i>in</i> <i>the</i> sky <i>at</i> night.,15.718961,43.126617
389747,MEI_US46to60_2024-07-15_07h51.40.070_389747.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_07h51.40.070,Amb_L_12,new-clip_Ambient_LOW_Memories_of_Grass.mp3,Ambient,L,12,0.131578947,NA,1.342105263,y,"Bizarre, made me feel like I was swimming underwater trying to find my way to somewhere, through water tunnels and past large weird flowers all with my mouth open and looking surprised underwater. ","Bizarre, made me feel like I was swimming underwater trying to find my way to somewhere, through water tunnels and past large weird flowers all with my mouth open and looking surprised underwater. ",,,,,NA,5,5,5,1,1,Banana,TRUE,58,Male,United States,United States,English,TRUE,Just English,FALSE,NA,1,3,"I really enjoyed the study, it brightened up my morning. ",846.7141,895.9981,909.4614,909.4625,49.284,NA,33,NA,33,No,NA,NA,NA,NA,-0.75303864,-6.8474874,Amb_L_12_new-clip_Ambient_LOW_Memories_of_Grass.mp3,11511,8334,"Bizarre, <i>made</i> <i>me</i> feel <i>like</i> <i>I</i> <i>was</i> swimming underwater trying <i>to</i> find <i>my</i> way <i>to</i> somewhere, <i>through</i> water tunnels <i>and</i> past large weird flowers <i>all</i> <i>with</i> <i>my</i> mouth open <i>and</i> looking surprised underwater. ",-17.088577,36.372322
463630,MEI_US46to60_2024-07-15_08h21.58.560_463630_rectified.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_08h21.58.560,Amb_H_05,new-clip_Ambient_HIGH_snowfall.mp3,Ambient,H,5,0.09375,NA,2.03125,y,"This peaceful music sounds very much like the music that plays in the background of the guided meditations I listen to. So while this exact piece of music I'm not sure if I've heard, the style of it is very familiar and relaxing.","This peaceful music sounds very much like the music that plays in the background of the guided meditations I listen to. So while this exact piece of music I'm not sure if I've heard, the style of it is very familiar and relaxing.",,,,,,5,5,1,1,5,,TRUE,49,Female,United States,United States,English,FALSE,NA,FALSE,NA,7,3,"I wanted to let you know that on one of the questions, I accidentally hit the ""next"" button before I filled out the text box. 

It was supposed to say that the music reminded me of the type of music you would hear in the background in movies when the characters were dressed up and at a dance. 

So look out for the text box that is partially filled out and that is the answer that should go there. Thanks.",679.9395,727.0936,781.4546,781.456,47.1541,NA,43,0,43,No,NA,NA,NA,NA,34.810818,15.621902,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,11529,8335,"This peaceful <i>music</i> <i>sounds</i> <i>very</i> much <i>like</i> <i>the</i> <i>music</i> <i>that</i> plays <i>in</i> <i>the</i> background <i>of</i> <i>the</i> guided meditations <i>I</i> listen to. So <i>while</i> <i>this</i> exact <i>piece</i> <i>of</i> <i>music</i> I'm <i>not</i> sure <i>if</i> I've heard, <i>the</i> style <i>of</i> <i>it</i> <i>is</i> <i>very</i> familiar <i>and</i> relaxing.",-44.338837,6.106163
455644,MEI_US46to60_2024-07-15_08h31.04.580_455644.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_08h31.04.580,Amb_L_11,new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Ambient,L,11,0.171428571,NA,1.371428571,y,tranquility,tranquility,,,,,,5,5,4,2,3,,TRUE,49,Male,United States,United States,english,FALSE,NA,FALSE,NA,3,5,I actually used my studio monitors and soundboard instead of headphones ( I have an extensive home recording studio),532.584,578.887,600.656,600.659,46.303,NA,1,0,1,No,NA,NA,NA,NA,-47.56503,-55.684433,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,11534,8336,tranquility,-16.859726,70.81943
739400,MEI_US46to60_2024-07-15_08h34.13.613_739400.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_08h34.13.613,Amb_H_04,new-clip_Ambient_MED_Holding_On.mp3,Ambient,H,4,0.088235294,NA,1.529411765,y,a sunrise,a sunrise,,,,,,5,5,4,1,1,banana,TRUE,60,Male,United States,United States,english,FALSE,NA,FALSE,NA,3,2,thank you,595.088,625.721,636.355,636.364,30.633,NA,2,0,2,No,NA,NA,NA,NA,-36.482346,-59.79993,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,11543,8337,a sunrise,14.515306,60.643654
585803,MEI_US46to60_2024-07-15_08h35.34.006_585803.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_08h35.34.006,Amb_L_09,new-clip_Ambient_LOW_Rain_And_Sea.mp3,Ambient,L,9,0.090909091,NA,1.212121212,y,"Thriller movie/TV show set near the cliffs in Ireland, ""Black Mirror"" the TV show","Thriller movie/TV show set near the cliffs in Ireland, ""Black Mirror"" the TV show",,,black mirror,,,5,4,1,1,2,,TRUE,46,Male,United States,United States,English,FALSE,NA,TRUE,Slight hearing loss in both ears (mostly higher frequencies) from working with a band for 10+ years. Not wearing anything to aid.,3,1,NA,253.6299,285.714,293.9199,293.9222,32.0841,NA,15,0,15,No,NA,NA,NA,NA,-10.315754,25.1274,Amb_L_09_new-clip_Ambient_LOW_Rain_And_Sea.mp3,11546,8338,"Thriller movie/TV show set near <i>the</i> cliffs <i>in</i> Ireland, ""Black Mirror"" <i>the</i> TV show",-22.551092,-47.719334
14374,MEI_US46to60_2024-07-15_08h56.07.108_014374.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_08h56.07.108,Amb_H_05,new-clip_Ambient_HIGH_snowfall.mp3,Ambient,H,5,0.09375,NA,2.03125,y,It was just really peaceful and felt like being a catamaran in the ocean which I've only done once in my life but this felt like that,It was just really peaceful and felt like being a catamaran in the ocean which I've only done once in my life but this felt like that,,,,,,5,4,1,1,5,banana,TRUE,53,Female,United States,United States,English,FALSE,NA,FALSE,NA,5,2,No,702.124,754.139,769.555,769.562,52.015,NA,27,0,27,No,NA,NA,NA,NA,45.761936,2.0385854,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,11564,8339,<i>It</i> <i>was</i> <i>just</i> really peaceful <i>and</i> felt <i>like</i> <i>being</i> <i>a</i> catamaran <i>in</i> <i>the</i> ocean <i>which</i> I've <i>only</i> done <i>once</i> <i>in</i> <i>my</i> life <i>but</i> <i>this</i> felt <i>like</i> that,-64.3219,19.525328
336253,MEI_US46to60_2024-07-15_09h00.58.486_336253.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h00.58.486,Amb_H_02,new-clip_Ambient_LOW_Value_Kit.mp3,Ambient,H,2,0.15625,NA,1.65625,y,"On a beach in Japan or somewhere in the East, waves slowly lapping on the shore","On a beach in Japan or somewhere in the East, waves slowly lapping on the shore",,,,,,4,1,4,1,4,,TRUE,48,Male,United States,United States,English,TRUE,Spanish,FALSE,NA,5,4,"Reminded that if music is unfamiliar to me, it's tougher to summon up imagery because I want to process what I'm hearing. Usually easier to summon up imagery when the music is familiar.",1010.3633,1041.6645,1058.6366,1058.639,31.3012,NA,16,0,16,No,NA,NA,NA,NA,-8.424952,-63.271362,Amb_H_02_new-clip_Ambient_LOW_Value_Kit.mp3,11586,8340,"On <i>a</i> beach <i>in</i> Japan <i>or</i> somewhere <i>in</i> <i>the</i> East, waves slowly lapping <i>on</i> <i>the</i> shore",5.2891364,69.03932
785941,MEI_US46to60_2024-07-15_09h03.13.237_785941.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h03.13.237,Amb_L_07,new-clip_Ambient_HIGH_Dont_Bother_Theyre_Here.mp3,Ambient,L,7,0.125,NA,1.25,y,meditating with eyes close listening to the music,meditating with eyes close listening to the music,,,,,NA,5,5,4,1,5,,TRUE,59,Female,United States,United States,English,TRUE,None,FALSE,NA,4,1,NA,1712.515,1760.6498,1780.5782,1780.5817,48.1348,NA,8,NA,8,No,NA,NA,NA,NA,17.255455,-50.22359,Amb_L_07_new-clip_Ambient_HIGH_Dont_Bother_Theyre_Here.mp3,11594,8341,meditating <i>with</i> eyes close listening <i>to</i> <i>the</i> music,-25.413307,53.812183
780436,MEI_US46to60_2024-07-15_09h05.06.447_780436.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h05.06.447,Amb_H_03,new-clip_Ambient_MED_Study_Music_-Concentrate-.mp3,Ambient,H,3,0.176470588,NA,1.617647059,y,IT WASNT MUCH I JUST FELT A CALMNESS.,IT WASN'T MUCH I JUST FELT A CALMNESS.,,,,,,5,2,3,2,4,,TRUE,50,Female,United States,United States,ENGLISH,FALSE,NA,FALSE,NA,7,2,NA,493.2827,525.6533,538.3663,538.3705,32.3706,NA,8,0,8,Yes,WASNT,WASN'T,1,1,63.014465,28.078176,Amb_H_03_new-clip_Ambient_MED_Study_Music_-Concentrate-.mp3,11599,8342,IT WASN'T MUCH <i>I</i> JUST FELT <i>A</i> CALMNESS.,-67.134766,13.92828
51861,MEI_US46to60_2024-07-15_09h07.42.777_051861.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h07.42.777,Amb_L_09,new-clip_Ambient_LOW_Rain_And_Sea.mp3,Ambient,L,9,0.090909091,NA,1.212121212,y,vague underwater images of animals swimming around,vague underwater images of animals swimming around,,,,,,5,5,4,1,4,,TRUE,57,Female,United States,Kenya,English,FALSE,NA,FALSE,NA,5,2,none,512.9208,544.0812,559.6213,559.6225,31.1604,NA,7,0,7,No,NA,NA,NA,NA,-31.960693,-60.73924,Amb_L_09_new-clip_Ambient_LOW_Rain_And_Sea.mp3,11608,8343,vague underwater <i>images</i> <i>of</i> animals swimming around,-1.914824,74.02271
795685,MEI_US46to60_2024-07-15_09h08.47.645_795685.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h08.47.645,Amb_L_12,new-clip_Ambient_LOW_Memories_of_Grass.mp3,Ambient,L,12,0.131578947,NA,1.342105263,y,Very 'spacey'...like floating in space. The music is very ethereal and new agey. I didn't really like it. It made me a little uncomfortable. It reminds me of aliens.,Very 'spacey'...like floating in space. The music is very ethereal and new agey. I didn't really like it. It made me a little uncomfortable. It reminds me of aliens.,,,,,NA,5,5,3,1,2,,TRUE,51,Female,United States,United States,English,FALSE,NA,FALSE,NA,5,2,I really enjoyed most of these songs and they are similar to music I listen to at home and in my car.,439.7936,480.8371,489.8397,489.8434,41.0435,NA,30,NA,30,No,NA,NA,NA,NA,46.357857,36.14735,Amb_L_12_new-clip_Ambient_LOW_Memories_of_Grass.mp3,11614,8344,Very 'spacey'...like floating <i>in</i> space. The <i>music</i> <i>is</i> <i>very</i> ethereal <i>and</i> new agey. <i>I</i> didn't really <i>like</i> it. <i>It</i> <i>made</i> <i>me</i> <i>a</i> little uncomfortable. <i>It</i> <i>reminds</i> <i>me</i> <i>of</i> aliens.,-33.635044,45.713436
850663,MEI_US46to60_2024-07-15_09h10.34.061_850663.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h10.34.061,Amb_H_04,new-clip_Ambient_MED_Holding_On.mp3,Ambient,H,4,0.088235294,NA,1.529411765,y,I imagined setting outside reflecting on my life and having memories of the past. ,I imagined setting outside reflecting on my life and having memories of the past. ,,,,,NA,5,5,5,1,5,,TRUE,59,Female,United States,United States,English,FALSE,NA,FALSE,NA,3,4,I enjoyed this study. ,600.0589,636.2173,660.682,660.6834,36.1584,NA,14,NA,14,No,NA,NA,NA,NA,14.250242,-36.95014,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,11625,8345,<i>I</i> <i>imagined</i> setting outside reflecting <i>on</i> <i>my</i> life <i>and</i> <i>having</i> <i>memories</i> <i>of</i> <i>the</i> past. ,-18.859846,-0.5125917
289508,MEI_US46to60_2024-07-15_09h13.02.393_289508.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h13.02.393,Amb_H_04,new-clip_Ambient_MED_Holding_On.mp3,Ambient,H,4,0.088235294,NA,1.529411765,y,Someone probably sleep to song,Someone probably sleep to song,,,,,NA,4,2,2,1,2,banana,TRUE,50,Male,United States,United States,English,TRUE,none,FALSE,NA,5,3,NA,763.7488,811.7174,827.2326,827.2357,47.9686,NA,5,NA,5,No,NA,NA,NA,NA,35.608494,34.817543,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,11637,8346,Someone probably sleep <i>to</i> song,-59.11854,-25.284672
343086,MEI_US46to60_2024-07-15_09h15.43.730_343086.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h15.43.730,Amb_H_05,new-clip_Ambient_HIGH_snowfall.mp3,Ambient,H,5,0.09375,NA,2.03125,y,"Ok, so this is going to sound strange but the whole time I was listening I just kept imagining myself in one of those underwater tunnels that goes through an aquarium and I could completely picture the sealife swimming around me.","Ok, so this is going to sound strange but the whole time I was listening I just kept imagining myself in one of those underwater tunnels that goes through an aquarium and I could completely picture the sea life swimming around me.",,,,,,5,5,4,1,5,Banana,TRUE,53,Male,United States,United States,English,FALSE,NA,TRUE,I am almost deaf in one ear,5,1,No,565.3988,623.4483,633.2345,633.2359,58.0495,NA,41,0,42,Yes,sealife,sea life,1,2,43.565594,4.2270956,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,11646,8347,"Ok, <i>so</i> <i>this</i> <i>is</i> going <i>to</i> <i>sound</i> strange <i>but</i> <i>the</i> whole time <i>I</i> <i>was</i> listening <i>I</i> <i>just</i> kept <i>imagining</i> <i>myself</i> <i>in</i> one <i>of</i> <i>those</i> underwater tunnels <i>that</i> goes <i>through</i> <i>an</i> aquarium <i>and</i> <i>I</i> could completely <i>picture</i> <i>the</i> sea life swimming <i>around</i> me.",-17.132673,35.735252
384700,MEI_US46to60_2024-07-15_09h22.35.077_384700.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h22.35.077,Amb_H_02,new-clip_Ambient_LOW_Value_Kit.mp3,Ambient,H,2,0.15625,NA,1.65625,y,I could see the beginning of a rain storm. Where the clouds were rolling in before the showers began.,I could see the beginning of a rain storm. Where the clouds were rolling in before the showers began.,,,,,,5,4,2,1,4,,TRUE,56,Female,United States,United States,English,FALSE,NA,FALSE,NA,5,3,NA,1269.7118,1319.8896,1340.208,1340.2109,50.1778,NA,19,0,19,No,NA,NA,NA,NA,-2.6391196,-58.31739,Amb_H_02_new-clip_Ambient_LOW_Value_Kit.mp3,11659,8348,<i>I</i> could see <i>the</i> beginning <i>of</i> <i>a</i> rain storm. Where <i>the</i> clouds <i>were</i> rolling <i>in</i> <i>before</i> <i>the</i> showers began.,-11.773693,38.804775
842491,MEI_US46to60_2024-07-15_09h29.22.488_842491.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h29.22.488,Amb_H_04,new-clip_Ambient_MED_Holding_On.mp3,Ambient,H,4,0.088235294,NA,1.529411765,y,I imagined being outdoors in a forest and meditating in the quiet.,I imagined being outdoors in a forest and meditating in the quiet.,,,,,,5,5,5,1,5,,TRUE,48,Male,United States,United States,English,FALSE,NA,FALSE,NA,3,5,NA,348.5567,380.3073,397.575,397.5788,31.7506,NA,12,0,12,No,NA,NA,NA,NA,7.7987347,-30.175531,Amb_H_04_new-clip_Ambient_MED_Holding_On.mp3,11663,8349,<i>I</i> <i>imagined</i> <i>being</i> outdoors <i>in</i> <i>a</i> forest <i>and</i> meditating <i>in</i> <i>the</i> quiet.,-13.007912,70.22203
172683,MEI_US46to60_2024-07-15_09h30.53.364_172683.csv,US,Age46to60,US_Age46to60,MEI_US46to60,2024-07-15_09h30.53.364,Amb_L_09,new-clip_Ambient_LOW_Rain_And_Sea.mp3,Ambient,L,9,0.090909091,NA,1.212121212,y,I imagined myself in wonderland.,I imagined myself in wonderland.,,,,,,5,5,4,2,5,,TRUE,52,Female,United States,United States,English,FALSE,NA,FALSE,NA,5,1,NA,1804.6178,1838.1356,1851.9552,1851.9562,33.5178,NA,5,0,5,No,NA,NA,NA,NA,-16.37151,2.1967378,Amb_L_09_new-clip_Ambient_LOW_Rain_And_Sea.mp3,11677,8350,<i>I</i> <i>imagined</i> <i>myself</i> <i>in</i> wonderland.,-43.742275,61.214893
